Conc1	1E-07	
Start1	690.02	
Stop1	2789.83	
Kobs	0.0013827313005384	
Error Kobs	4.38955840558243E-06	
Koff	0.00297290149362234	
Error Koff	NaN	
Time1	Data1	Fit1	
836.82	0.06519862	0.06428998	
837.02	0.06501734	0.0643382	
837.22	0.0649051	0.0643864	
837.42	0.06505801	0.06443459	
837.62	0.06486307	0.06448277	
837.82	0.06505438	0.06453094	
838.02	0.06501482	0.06457909	
838.22	0.06493659	0.06462723	
838.42	0.06503655	0.06467535	
838.62	0.06473628	0.06472346	
838.82	0.06469274	0.06477156	
839.02	0.06501095	0.06481965	
839.22	0.0653999	0.06486772	
839.42	0.06553835	0.06491578	
839.62	0.06524868	0.06496382	
839.82	0.06536075	0.06501186	
840.02	0.06521653	0.06505988	
840.22	0.06488428	0.06510788	
840.42	0.06467796	0.06515587	
840.62	0.06491574	0.06520385	
840.82	0.06527727	0.06525182	
841.02	0.06554124	0.06529977	
841.22	0.06587244	0.06534771	
841.42	0.0666795	0.06539564	
841.62	0.06656547	0.06544355	
841.82	0.06690314	0.06549145	
842.02	0.06707114	0.06553933	
842.22	0.06699344	0.06558721	
842.42	0.06703695	0.06563507	
842.62	0.06707647	0.06568291	
842.82	0.06743063	0.06573075	
843.02	0.06741253	0.06577857	
843.22	0.06709808	0.06582637	
843.42	0.06700284	0.06587417	
843.62	0.06662677	0.06592195	
843.82	0.06638792	0.06596972	
844.02	0.06576082	0.06601747	
844.22	0.06533955	0.06606521	
844.42	0.06489119	0.06611294	
844.62	0.06461015	0.06616065	
844.82	0.06470141	0.06620835	
845.02	0.06514916	0.06625604	
845.22	0.06513567	0.06630372	
845.42	0.06566051	0.06635138	
845.62	0.06578725	0.06639903	
845.82	0.066031	0.06644666	
846.02	0.06580101	0.06649428	
846.22	0.0660622	0.06654189	
846.42	0.06641658	0.06658949	
846.62	0.066865	0.06663707	
846.82	0.06729742	0.06668464	
847.02	0.06754969	0.0667322	
847.22	0.06766731	0.06677974	
847.42	0.06797322	0.06682727	
847.62	0.06791581	0.06687479	
847.82	0.06777066	0.06692229	
848.02	0.06768699	0.06696978	
848.22	0.06755226	0.06701726	
848.42	0.06763873	0.06706472	
