Temperature Log
Time (s), Plate
2020/02/24 23:56:06, 24.9000
2020/02/24 23:57:06, 24.8000
2020/02/24 23:57:08, 24.8000
2020/02/24 23:58:09, 24.9000
2020/02/24 23:58:31, 24.9000
2020/02/24 23:58:44, 24.9000
2020/02/24 23:59:00, 24.9000
2020/02/24 23:59:16, 24.9000
2020/02/24 23:59:32, 25.0000
2020/02/24 23:59:47, 25.0000
2020/02/25 00:00:03, 25.0000
2020/02/25 00:01:03, 25.0000
2020/02/25 00:02:03, 25.0000
2020/02/25 00:03:03, 25.0000
2020/02/25 00:04:03, 25.0000
2020/02/25 00:05:03, 25.0000
2020/02/25 00:05:13, 25.0000
2020/02/25 00:06:13, 25.0000
2020/02/25 00:07:13, 25.0000
2020/02/25 00:08:13, 25.0000
2020/02/25 00:09:13, 25.0000
2020/02/25 00:10:13, 25.0000
2020/02/25 00:10:18, 25.0000
2020/02/25 00:11:18, 25.0000
2020/02/25 00:12:18, 25.0000
2020/02/25 00:13:18, 25.0000
2020/02/25 00:14:18, 25.0000
2020/02/25 00:15:18, 25.0000
2020/02/25 00:16:18, 25.0000
2020/02/25 00:17:18, 25.0000
2020/02/25 00:18:18, 25.0000
2020/02/25 00:19:18, 25.0000
2020/02/25 00:20:18, 25.0000
2020/02/25 00:21:19, 25.0000
2020/02/25 00:22:19, 25.0000
2020/02/25 00:23:19, 25.0000
2020/02/25 00:24:19, 25.0000
2020/02/25 00:25:19, 25.0000
2020/02/25 00:26:19, 25.0000
2020/02/25 00:27:19, 25.0000
2020/02/25 00:28:19, 25.0000
2020/02/25 00:29:19, 25.0000
2020/02/25 00:30:19, 25.0000
2020/02/25 00:30:26, 25.0000
2020/02/25 00:31:26, 25.0000
2020/02/25 00:32:26, 25.0000
2020/02/25 00:33:26, 25.0000
2020/02/25 00:34:27, 25.0000
2020/02/25 00:35:27, 25.0000
2020/02/25 00:36:27, 25.0000
2020/02/25 00:37:27, 25.0000
2020/02/25 00:38:27, 25.0000
2020/02/25 00:39:27, 25.0000
2020/02/25 00:40:27, 25.0000
2020/02/25 00:41:27, 25.0000
2020/02/25 00:42:27, 25.0000
2020/02/25 00:43:27, 25.0000
2020/02/25 00:44:27, 25.0000
2020/02/25 00:45:27, 25.0000
2020/02/25 00:45:36, 25.0000
2020/02/25 00:45:51, 25.0000
2020/02/25 00:46:07, 25.0000
2020/02/25 00:46:23, 25.0000
2020/02/25 00:46:39, 25.0000
2020/02/25 00:46:54, 25.0000
2020/02/25 00:47:10, 25.0000
2020/02/25 00:48:10, 25.0000
2020/02/25 00:49:10, 25.0000
2020/02/25 00:50:10, 25.0000
2020/02/25 00:51:10, 25.0000
2020/02/25 00:52:10, 25.0000
2020/02/25 00:52:45, 25.0000

Signature=0x3A8EEBF8
