Conc1	1E-10	
Start1	450.03	
Stop1	2549.82	
Kobs	0.00296991435847791	
Error Kobs	0.000580990947569767	
Koff	0.00304361578885207	
Error Koff	NaN	
Time1	Data1	Fit1	
564.63	0.01288856	0.01254047	
564.83	0.01296805	0.01255046	
565.03	0.01322881	0.01256045	
565.23	0.01366544	0.01257044	
565.43	0.01331628	0.01258042	
565.63	0.01292871	0.01259039	
565.83	0.01327148	0.01260036	
566.03	0.01334517	0.01261032	
566.23	0.01279357	0.01262028	
566.43	0.01272364	0.01263023	
566.63	0.01308851	0.01264018	
566.83	0.01317718	0.01265013	
567.03	0.01350938	0.01266006	
567.23	0.0135101	0.01267	
567.43	0.01359114	0.01267993	
567.63	0.01335283	0.01268985	
567.83	0.01339036	0.01269977	
568.03	0.01345286	0.01270968	
568.23	0.01367047	0.01271959	
568.43	0.01322522	0.01272949	
568.63	0.01306531	0.01273939	
568.83	0.01283723	0.01274929	
569.03	0.01267906	0.01275917	
569.23	0.01256222	0.01276906	
569.43	0.01257537	0.01277894	
569.63	0.01248185	0.01278881	
569.83	0.01203923	0.01279868	
570.03	0.01224865	0.01280854	
570.23	0.01213217	0.0128184	
570.43	0.01243717	0.01282825	
570.63	0.01306998	0.0128381	
570.83	0.01325905	0.01284794	
571.03	0.01322417	0.01285778	
571.23	0.01334825	0.01286762	
571.43	0.01368078	0.01287745	
571.63	0.01367851	0.01288727	
571.83	0.01400543	0.01289709	
572.03	0.01436196	0.0129069	
572.23	0.01470006	0.01291671	
572.43	0.01396736	0.01292651	
572.63	0.01393701	0.01293631	
572.83	0.01364296	0.01294611	
573.03	0.0137394	0.01295589	
573.23	0.01356521	0.01296568	
573.43	0.01389675	0.01297546	
573.63	0.0135332	0.01298523	
573.83	0.01290953	0.012995	
574.03	0.01349703	0.01300476	
574.23	0.01281696	0.01301452	
574.43	0.01261804	0.01302428	
574.63	0.01274668	0.01303403	
574.83	0.01249014	0.01304377	
575.03	0.01203191	0.01305351	
575.23	0.01214731	0.01306325	
575.43	0.01225505	0.01307298	
575.63	0.01180005	0.0130827	
575.83	0.01197967	0.01309242	
576.03	0.01228587	0.01310214	
576.23	0.01238697	0.01311185	
576.43	0.01210666	0.01312155	
576.63	0.01226451	0.01313125	
576.83	0.01240846	0.01314095	
577.03	0.01282635	0.01315064	
577.23	0.01351528	0.01316032	
577.43	0.01433646	0.01317	
577.63	0.01458407	0.01317968	
577.83	0.01495233	0.01318935	
578.03	0.01526207	0.01319902	
578.23	0.01481913	0.01320868	
578.43	0.01489876	0.01321833	
578.63	0.01451896	0.01322799	
578.83	0.01418969	0.01323763	
579.03	0.01357929	0.01324727	
579.23	0.01363943	0.01325691	
579.43	0.01336287	0.01326654	
579.63	0.01307629	0.01327617	
579.83	0.01306721	0.01328579	
580.03	0.01325077	0.01329541	
580.23	0.01309236	0.01330502	
580.43	0.01303923	0.01331463	
