Conc1	2.5E-07	
Start1	450.03	
Stop1	2549.84	
Kobs	0.274215631591234	
Error Kobs	0.00343146478888905	
Koff	0.0033192808875656	
Error Koff	NaN	
Time1	Data1	Fit1	
548.03	0.2419483	0.23963848	
548.23	0.24171131	0.23974889	
548.43	0.24165836	0.23985926	
548.63	0.24125831	0.23996958	
548.83	0.24139046	0.24007985	
549.03	0.24152984	0.24019008	
549.23	0.24177209	0.24030026	
549.43	0.24200269	0.2404104	
549.63	0.24146153	0.24052049	
549.83	0.24157072	0.24063053	
550.03	0.24197695	0.24074053	
550.23	0.24172904	0.24085048	
550.43	0.24171648	0.24096039	
550.63	0.24185593	0.24107025	
550.83	0.24206943	0.24118006	
551.03	0.24233002	0.24128983	
551.23	0.24212003	0.24139955	
551.43	0.24191544	0.24150923	
551.63	0.24202203	0.24161886	
551.83	0.24157292	0.24172844	
552.03	0.2413259	0.24183798	
552.23	0.24134731	0.24194747	
552.43	0.24105776	0.24205692	
552.63	0.24086444	0.24216632	
552.83	0.24134236	0.24227567	
553.03	0.24222701	0.24238498	
553.23	0.24259449	0.24249425	
553.43	0.2429122	0.24260347	
553.63	0.24290767	0.24271264	
553.83	0.24339267	0.24282176	
554.03	0.24380829	0.24293085	
554.23	0.24374559	0.24303988	
554.43	0.24430067	0.24314887	
554.63	0.24467574	0.24325781	
554.83	0.24445697	0.24336671	
555.03	0.24458043	0.24347557	
555.23	0.2444005	0.24358437	
555.43	0.2445074	0.24369313	
555.63	0.24480125	0.24380185	
555.83	0.24459526	0.24391052	
556.03	0.24434086	0.24401915	
556.23	0.24431407	0.24412773	
556.43	0.24382931	0.24423626	
556.63	0.24366172	0.24434475	
556.83	0.24410343	0.24445319	
557.03	0.24457855	0.24456159	
557.23	0.24383473	0.24466994	
557.43	0.24380071	0.24477825	
557.63	0.24402577	0.24488651	
557.83	0.24420389	0.24499473	
558.03	0.2444982	0.2451029	
558.23	0.24465529	0.24521103	
558.43	0.24527489	0.24531911	
558.63	0.24511632	0.24542715	
558.83	0.24557292	0.24553514	
559.03	0.24602725	0.24564308	
559.23	0.24639145	0.24575098	
559.43	0.24664086	0.24585884	
559.63	0.24689667	0.24596665	
559.83	0.24672216	0.24607441	
560.03	0.24644881	0.24618213	
560.23	0.2464486	0.24628981	
560.43	0.246335	0.24639744	
560.63	0.24623598	0.24650502	
560.83	0.24636424	0.24661256	
561.03	0.24603655	0.24672006	
561.23	0.24568893	0.24682751	
561.43	0.24587336	0.24693491	
561.63	0.24587953	0.24704227	
561.83	0.24585151	0.24714959	
562.03	0.24598397	0.24725686	
562.23	0.24657259	0.24736408	
562.43	0.24649588	0.24747126	
562.63	0.24668577	0.2475784	
562.83	0.24691176	0.24768549	
563.03	0.24684097	0.24779253	
563.23	0.24693775	0.24789953	
563.43	0.24706441	0.24800649	
563.63	0.24734789	0.2481134	
563.83	0.24773045	0.24822027	
564.03	0.24791581	0.24832709	
564.23	0.24803066	0.24843387	
564.43	0.24824341	0.2485406	
564.63	0.24813303	0.24864729	
564.83	0.24839523	0.24875393	
565.03	0.24826333	0.24886053	
565.23	0.24792642	0.24896708	
565.43	0.24776338	0.24907359	
565.63	0.24779605	0.24918006	
565.83	0.24802722	0.24928648	
566.03	0.24806297	0.24939285	
566.23	0.24812158	0.24949918	
566.43	0.24778022	0.24960547	
566.63	0.24798928	0.24971171	
566.83	0.24793506	0.24981791	
567.03	0.24843317	0.24992407	
567.23	0.24882313	0.25003017	
567.43	0.24937291	0.25013624	
567.63	0.24976719	0.25024226	
567.83	0.25003129	0.25034824	
568.03	0.25021954	0.25045417	
568.23	0.25010632	0.25056005	
568.43	0.24995587	0.2506659	
568.63	0.24968214	0.2507717	
568.83	0.24995182	0.25087745	
569.03	0.24986245	0.25098316	
569.23	0.24985234	0.25108883	
569.43	0.25022373	0.25119445	
569.63	0.250237	0.25130002	
569.83	0.25032174	0.25140556	
570.03	0.25033602	0.25151105	
570.23	0.25036942	0.25161649	
570.43	0.25052458	0.25172189	
570.63	0.2508221	0.25182725	
570.83	0.25142322	0.25193256	
571.03	0.25194536	0.25203783	
571.23	0.25210138	0.25214306	
571.43	0.25218076	0.25224824	
571.63	0.25231387	0.25235337	
571.83	0.25203158	0.25245847	
572.03	0.25224673	0.25256351	
572.23	0.25199468	0.25266852	
572.43	0.25203522	0.25277348	
572.63	0.25204418	0.2528784	
572.83	0.25208593	0.25298327	
573.03	0.25226637	0.2530881	
573.23	0.25221796	0.25319288	
573.43	0.25221245	0.25329762	
573.63	0.25213901	0.25340232	
573.83	0.25235733	0.25350697	
574.03	0.25271734	0.25361158	
574.23	0.25230739	0.25371615	
574.43	0.25273335	0.25382067	
574.63	0.25307488	0.25392515	
574.83	0.25352744	0.25402959	
575.03	0.25349033	0.25413398	
575.23	0.25365146	0.25423832	
575.43	0.25360753	0.25434263	
575.63	0.25378062	0.25444689	
575.83	0.25393596	0.25455111	
576.03	0.2543292	0.25465528	
576.23	0.2546691	0.25475941	
576.43	0.25451008	0.25486349	
576.63	0.25453047	0.25496754	
576.83	0.2547244	0.25507153	
577.03	0.25521972	0.25517549	
577.23	0.25515211	0.2552794	
577.43	0.25514705	0.25538327	
577.63	0.25530288	0.25548709	
577.83	0.25499217	0.25559088	
578.03	0.25491807	0.25569461	
578.23	0.25449343	0.25579831	
578.43	0.25489437	0.25590196	
578.63	0.25463753	0.25600557	
578.83	0.25448097	0.25610913	
579.03	0.25478048	0.25621265	
579.23	0.25505482	0.25631613	
579.43	0.25524606	0.25641956	
579.63	0.25552338	0.25652295	
579.83	0.25565609	0.2566263	
580.03	0.25586363	0.25672961	
580.23	0.25607431	0.25683287	
580.43	0.25611526	0.25693609	
580.63	0.25674279	0.25703926	
580.83	0.25700528	0.25714239	
581.03	0.25673088	0.25724548	
581.23	0.25671882	0.25734853	
581.43	0.25611755	0.25745153	
581.63	0.25625566	0.25755449	
581.83	0.25587834	0.25765741	
582.03	0.25588211	0.25776028	
582.23	0.25575035	0.25786311	
582.43	0.25581236	0.2579659	
582.63	0.25566003	0.25806864	
582.83	0.25595551	0.25817134	
583.03	0.25647556	0.258274	
583.23	0.25684882	0.25837661	
583.43	0.25704945	0.25847919	
583.63	0.25733096	0.25858172	
583.83	0.25770601	0.2586842	
584.03	0.25799329	0.25878665	
584.23	0.2585944	0.25888905	
584.43	0.25935488	0.2589914	
584.63	0.25975437	0.25909372	
584.83	0.25995552	0.25919599	
585.03	0.26040691	0.25929822	
585.23	0.26065977	0.25940041	
585.43	0.26022912	0.25950255	
585.63	0.26052574	0.25960465	
585.83	0.26032582	0.25970671	
586.03	0.26012872	0.25980873	
586.23	0.25970614	0.2599107	
586.43	0.25977883	0.26001263	
586.63	0.25910419	0.26011452	
586.83	0.25917921	0.26021636	
587.03	0.25940252	0.26031816	
587.23	0.25957428	0.26041992	
587.43	0.25911357	0.26052164	
587.63	0.25973437	0.26062332	
587.83	0.2596688	0.26072495	
588.03	0.26034869	0.26082654	
588.23	0.26080691	0.26092808	
588.43	0.26074965	0.26102959	
588.63	0.2609235	0.26113105	
588.83	0.26101071	0.26123247	
589.03	0.26109253	0.26133385	
589.23	0.26109586	0.26143518	
589.43	0.26097477	0.26153648	
589.63	0.26060858	0.26163773	
