Temperature Log
Time (s), Plate
2020/02/26 02:06:46, 25.0000
2020/02/26 02:07:46, 25.0000
2020/02/26 02:07:49, 25.0000
2020/02/26 02:08:49, 25.0000
2020/02/26 02:09:11, 25.0000
2020/02/26 02:09:25, 25.0000
2020/02/26 02:09:41, 25.1000
2020/02/26 02:09:56, 25.1000
2020/02/26 02:10:12, 25.1000
2020/02/26 02:10:28, 25.1000
2020/02/26 02:10:44, 25.1000
2020/02/26 02:11:44, 25.1000
2020/02/26 02:12:44, 25.1000
2020/02/26 02:13:44, 25.0000
2020/02/26 02:14:44, 25.0000
2020/02/26 02:15:44, 25.0000
2020/02/26 02:15:53, 25.0000
2020/02/26 02:16:53, 25.0000
2020/02/26 02:17:53, 25.0000
2020/02/26 02:18:54, 25.0000
2020/02/26 02:19:54, 25.0000
2020/02/26 02:20:54, 25.0000
2020/02/26 02:20:58, 25.0000
2020/02/26 02:21:59, 25.0000
2020/02/26 02:22:59, 25.0000
2020/02/26 02:23:59, 25.0000
2020/02/26 02:24:59, 25.0000
2020/02/26 02:25:59, 25.0000
2020/02/26 02:26:59, 25.0000
2020/02/26 02:27:59, 25.0000
2020/02/26 02:28:59, 25.0000
2020/02/26 02:29:59, 25.0000
2020/02/26 02:30:59, 25.0000
2020/02/26 02:31:59, 25.0000
2020/02/26 02:32:59, 25.0000
2020/02/26 02:33:59, 25.0000
2020/02/26 02:34:59, 25.0000
2020/02/26 02:35:59, 25.0000
2020/02/26 02:36:59, 25.0000
2020/02/26 02:38:00, 25.0000
2020/02/26 02:39:00, 25.0000
2020/02/26 02:40:00, 25.0000
2020/02/26 02:41:00, 25.0000
2020/02/26 02:41:04, 25.0000
2020/02/26 02:42:04, 25.0000
2020/02/26 02:43:04, 25.0000
2020/02/26 02:44:04, 25.0000
2020/02/26 02:45:04, 25.0000
2020/02/26 02:46:04, 25.0000
2020/02/26 02:47:05, 25.0000
2020/02/26 02:48:05, 25.0000
2020/02/26 02:49:05, 25.0000
2020/02/26 02:50:05, 25.0000
2020/02/26 02:51:05, 25.0000
2020/02/26 02:52:05, 25.0000
2020/02/26 02:53:05, 25.0000
2020/02/26 02:54:05, 25.0000
2020/02/26 02:55:05, 25.0000
2020/02/26 02:56:05, 25.0000
2020/02/26 02:56:11, 25.0000
2020/02/26 02:56:25, 25.0000
2020/02/26 02:56:40, 25.0000
2020/02/26 02:56:56, 25.0000
2020/02/26 02:57:12, 25.0000
2020/02/26 02:57:28, 25.0000
2020/02/26 02:57:44, 25.0000
2020/02/26 02:58:44, 25.0000
2020/02/26 02:59:44, 25.0000
2020/02/26 03:00:44, 25.0000
2020/02/26 03:01:44, 25.0000
2020/02/26 03:02:44, 25.0000
2020/02/26 03:03:18, 25.0000

Signature=0x1AF4E783
