Temperature Log
Time (s), Plate
2020/03/04 20:19:30, 24.6000
2020/03/04 20:20:30, 24.7000
2020/03/04 20:20:32, 24.7000
2020/03/04 20:21:32, 24.9000
2020/03/04 20:21:54, 24.9000
2020/03/04 20:22:08, 24.9000
2020/03/04 20:22:24, 25.0000
2020/03/04 20:22:40, 25.0000
2020/03/04 20:22:56, 25.0000
2020/03/04 20:23:11, 25.0000
2020/03/04 20:23:27, 25.0000
2020/03/04 20:24:27, 25.1000
2020/03/04 20:24:37, 25.1000
2020/03/04 20:25:37, 25.1000
2020/03/04 20:26:37, 25.1000
2020/03/04 20:27:37, 25.1000
2020/03/04 20:28:37, 25.1000
2020/03/04 20:29:37, 25.0000
2020/03/04 20:29:42, 25.0000
2020/03/04 20:30:42, 25.0000
2020/03/04 20:31:42, 25.0000
2020/03/04 20:32:42, 25.0000
2020/03/04 20:33:42, 25.0000
2020/03/04 20:34:42, 25.0000
2020/03/04 20:35:42, 25.0000
2020/03/04 20:36:42, 25.0000
2020/03/04 20:37:43, 25.0000
2020/03/04 20:38:43, 25.0000
2020/03/04 20:39:43, 25.0000
2020/03/04 20:40:43, 25.0000
2020/03/04 20:41:43, 25.0000
2020/03/04 20:42:43, 25.0000
2020/03/04 20:43:43, 25.0000
2020/03/04 20:44:43, 25.0000
2020/03/04 20:45:43, 25.0000
2020/03/04 20:46:43, 25.0000
2020/03/04 20:47:43, 25.0000
2020/03/04 20:48:43, 25.0000
2020/03/04 20:49:43, 25.0000
2020/03/04 20:49:48, 25.0000
2020/03/04 20:50:48, 25.0000
2020/03/04 20:51:48, 25.0000
2020/03/04 20:52:48, 25.0000
2020/03/04 20:53:48, 25.0000
2020/03/04 20:54:48, 25.0000
2020/03/04 20:55:48, 25.0000
2020/03/04 20:56:48, 25.0000
2020/03/04 20:57:49, 25.0000
2020/03/04 20:58:49, 25.0000
2020/03/04 20:59:49, 25.0000
2020/03/04 21:00:49, 25.0000
2020/03/04 21:01:49, 25.0000
2020/03/04 21:02:49, 25.0000
2020/03/04 21:03:49, 25.0000
2020/03/04 21:04:49, 25.0000
2020/03/04 21:04:54, 25.0000
2020/03/04 21:05:09, 25.0000
2020/03/04 21:05:25, 25.0000
2020/03/04 21:05:40, 25.0000
2020/03/04 21:05:56, 25.0000
2020/03/04 21:06:12, 25.0000
2020/03/04 21:06:28, 25.0000
2020/03/04 21:07:28, 25.0000
2020/03/04 21:08:02, 25.0000

Signature=0xF33A8A7C
