Conc1	5E-09	
Start1	689.99	
Stop1	2789.79	
Kobs	0.00380373082482393	
Error Kobs	NaN	
Koff	0.00322384717252245	
Error Koff	NaN	
Time1	Data1	Fit1	
790.99	0.07281751	0.08377169	
791.19	0.07304444	0.0838977	
791.39	0.07341891	0.08402361	
791.59	0.07355209	0.08414943	
791.79	0.07374375	0.08427516	
791.99	0.07379123	0.08440078	
792.19	0.07360901	0.08452632	
792.39	0.07388455	0.08465175	
792.59	0.0742484	0.08477709	
792.79	0.07452711	0.08490234	
792.99	0.07518738	0.08502749	
793.19	0.07529933	0.08515254	
793.39	0.07486832	0.0852775	
793.59	0.07515143	0.08540237	
793.79	0.07520916	0.08552714	
793.99	0.0755041	0.08565181	
794.19	0.07590605	0.08577639	
794.39	0.07633895	0.08590088	
794.59	0.07715734	0.08602527	
794.79	0.07758908	0.08614957	
794.99	0.07798746	0.08627377	
795.19	0.07790396	0.08639788	
795.39	0.07823798	0.08652189	
795.59	0.07870152	0.08664581	
795.79	0.07880161	0.08676963	
795.99	0.07889813	0.08689336	
796.19	0.07828913	0.087017	
796.39	0.07864446	0.08714054	
796.59	0.07874253	0.08726399	
796.79	0.07849681	0.08738735	
796.99	0.07844195	0.08751061	
797.19	0.07767749	0.08763377	
797.39	0.07717737	0.08775685	
797.59	0.0775265	0.08787983	
797.79	0.07727779	0.08800271	
797.99	0.07702765	0.0881255	
798.19	0.07700305	0.0882482	
798.39	0.07711515	0.08837081	
798.59	0.07802094	0.08849332	
798.79	0.07790097	0.08861574	
798.99	0.07830976	0.08873807	
799.19	0.07853458	0.0888603	
799.39	0.07927228	0.08898244	
799.59	0.0798755	0.08910449	
799.79	0.08029201	0.08922645	
799.99	0.08035209	0.08934831	
800.19	0.08027068	0.08947008	
800.39	0.08133291	0.08959175	
800.59	0.08166641	0.08971334	
800.79	0.0814838	0.08983483	
800.99	0.08159639	0.08995623	
801.19	0.08165185	0.09007754	
801.39	0.08211496	0.09019875	
801.59	0.08245513	0.09031987	
801.79	0.08271565	0.0904409	
801.99	0.08257507	0.09056184	
802.19	0.08302853	0.09068269	
802.39	0.08346679	0.09080344	
802.59	0.08384226	0.09092411	
802.79	0.08347737	0.09104468	
802.99	0.08380265	0.09116516	
803.19	0.08427945	0.09128555	
803.39	0.08463981	0.09140584	
803.59	0.08449678	0.09152605	
803.79	0.08436833	0.09164616	
803.99	0.08444514	0.09176618	
804.19	0.08467654	0.09188611	
804.39	0.08485912	0.09200595	
804.59	0.08520883	0.0921257	
804.79	0.08503843	0.09224536	
804.99	0.08493121	0.09236492	
805.19	0.08482863	0.0924844	
805.39	0.08488488	0.09260378	
805.59	0.08534411	0.09272308	
805.79	0.08558108	0.09284228	
805.99	0.08556324	0.09296139	
806.19	0.08571873	0.09308042	
806.39	0.08578516	0.09319935	
806.59	0.0855972	0.09331819	
806.79	0.08525619	0.09343694	
806.99	0.08543879	0.0935556	
807.19	0.08562914	0.09367417	
807.39	0.0854527	0.09379265	
807.59	0.08508197	0.09391104	
807.79	0.08523587	0.09402934	
807.99	0.08562473	0.09414755	
808.19	0.08574229	0.09426567	
808.39	0.08623401	0.0943837	
808.59	0.08669236	0.09450164	
808.79	0.08667016	0.09461949	
808.99	0.08665513	0.09473725	
809.19	0.08710464	0.09485492	
809.39	0.08755984	0.0949725	
809.59	0.08826572	0.09508999	
809.79	0.08835947	0.0952074	
809.99	0.08830557	0.09532471	
810.19	0.08790886	0.09544194	
810.39	0.0875976	0.09555907	
810.59	0.08742371	0.09567612	
810.79	0.08721343	0.09579308	
810.99	0.08705475	0.09590994	
811.19	0.08677504	0.09602672	
811.39	0.08668644	0.09614341	
811.59	0.08668412	0.09626002	
811.79	0.08713248	0.09637653	
811.99	0.08740029	0.09649295	
812.19	0.08763126	0.09660929	
812.39	0.08808459	0.09672554	
812.59	0.08854402	0.0968417	
812.79	0.08887829	0.09695777	
812.99	0.0893792	0.09707375	
813.19	0.08965406	0.09718965	
813.39	0.08996553	0.09730545	
813.59	0.09021453	0.09742117	
813.79	0.08985244	0.0975368	
813.99	0.08997419	0.09765234	
814.19	0.08973814	0.0977678	
814.39	0.08955813	0.09788316	
814.59	0.08955443	0.09799844	
814.79	0.0893731	0.09811364	
814.99	0.08938511	0.09822874	
815.19	0.089307	0.09834376	
815.39	0.08957106	0.09845868	
815.59	0.0900512	0.09857353	
815.79	0.09024226	0.09868828	
815.99	0.08986799	0.09880295	
816.19	0.08993746	0.09891753	
816.39	0.09018556	0.09903202	
816.59	0.09021404	0.09914642	
816.79	0.09009359	0.09926074	
816.99	0.09044681	0.09937497	
817.19	0.0906486	0.09948912	
817.39	0.09106277	0.09960318	
817.59	0.09122015	0.09971715	
817.79	0.09127704	0.09983103	
817.99	0.09138673	0.09994483	
818.19	0.09156102	0.10005854	
818.39	0.09195969	0.10017216	
818.59	0.09227764	0.1002857	
818.79	0.09260063	0.10039916	
818.99	0.09272956	0.10051252	
819.19	0.0926469	0.1006258	
819.39	0.09314559	0.10073899	
819.59	0.09365487	0.1008521	
819.79	0.09328187	0.10096512	
819.99	0.09283241	0.10107806	
820.19	0.09310915	0.10119091	
820.39	0.09302063	0.10130367	
820.59	0.0932388	0.10141635	
820.79	0.09347746	0.10152894	
820.99	0.09392963	0.10164145	
821.19	0.09416084	0.10175387	
821.39	0.09459741	0.1018662	
821.59	0.09490845	0.10197845	
821.79	0.09517824	0.10209062	
821.99	0.09541842	0.1022027	
822.19	0.09600696	0.10231469	
822.39	0.09647791	0.1024266	
822.59	0.09673626	0.10253843	
822.79	0.09710764	0.10265016	
822.99	0.09725164	0.10276182	
823.19	0.09686441	0.10287339	
823.39	0.09733635	0.10298487	
823.59	0.09713294	0.10309627	
823.79	0.09660463	0.10320759	
823.99	0.09664962	0.10331882	
824.19	0.09630101	0.10342996	
824.39	0.09571311	0.10354102	
824.59	0.09603329	0.103652	
824.79	0.09584823	0.10376289	
824.99	0.0960142	0.1038737	
825.19	0.09611591	0.10398442	
825.39	0.09621977	0.10409506	
825.59	0.09631515	0.10420562	
825.79	0.09620483	0.10431609	
825.99	0.09663642	0.10442647	
826.19	0.09665714	0.10453678	
826.39	0.09740861	0.104647	
826.59	0.09798971	0.10475713	
826.79	0.09875289	0.10486718	
826.99	0.09888435	0.10497715	
827.19	0.09832866	0.10508704	
827.39	0.0983947	0.10519684	
827.59	0.09799732	0.10530655	
827.79	0.09753356	0.10541619	
827.99	0.09761363	0.10552574	
828.19	0.09709293	0.10563521	
828.39	0.0977104	0.10574459	
828.59	0.09836274	0.10585389	
828.79	0.0982911	0.10596311	
828.99	0.09854796	0.10607224	
829.19	0.09892305	0.10618129	
829.39	0.09893313	0.10629026	
829.59	0.09933627	0.10639915	
829.79	0.0996195	0.10650795	
829.99	0.10048267	0.10661667	
830.19	0.1005094	0.10672531	
830.39	0.10149758	0.10683386	
830.59	0.10174052	0.10694234	
830.79	0.10206344	0.10705073	
830.99	0.10128231	0.10715903	
831.19	0.10065037	0.10726726	
831.39	0.1002073	0.1073754	
831.59	0.09999118	0.10748346	
831.79	0.10010891	0.10759144	
831.99	0.10117836	0.10769934	
