Conc1	1E-06	
Start1	690.02	
Stop1	2789.81	
Kobs	0.000358427896235064	
Error Kobs	5.88450959951772E-05	
Koff	0	
Error Koff	0	
Time1	Data1	Fit1	
726.62	0.44346174	0.44811197	
726.82	0.44377724	0.44836376	
727.02	0.44353205	0.44861532	
727.22	0.44361979	0.44886663	
727.42	0.44427065	0.4491177	
727.62	0.44457975	0.44936854	
727.82	0.44487279	0.44961915	
728.02	0.44528122	0.44986951	
728.22	0.44628857	0.45011965	
728.42	0.44720931	0.45036955	
728.62	0.44810736	0.45061923	
728.82	0.44880934	0.45086867	
729.02	0.44976086	0.45111788	
729.22	0.44997122	0.45136687	
729.42	0.45056224	0.45161563	
729.62	0.45132714	0.45186417	
729.82	0.45177019	0.45211248	
730.02	0.45221737	0.45236056	
730.22	0.452161	0.45260842	
730.42	0.452529	0.45285606	
730.62	0.45293713	0.45310348	
730.82	0.45295791	0.45335068	
731.02	0.45285924	0.45359765	
731.22	0.4533839	0.45384441	
731.42	0.45338787	0.45409094	
731.62	0.4532789	0.45433726	
731.82	0.45343192	0.45458336	
732.02	0.45408804	0.45482924	
732.22	0.4550927	0.4550749	
732.42	0.45535431	0.45532034	
732.62	0.45566264	0.45556557	
732.82	0.45559809	0.45581059	
733.02	0.45643823	0.45605538	
733.22	0.4560616	0.45629997	
733.42	0.45622273	0.45654433	
733.62	0.45637888	0.45678849	
733.82	0.45623982	0.45703242	
734.02	0.45720642	0.45727615	
734.22	0.45729522	0.45751966	
734.42	0.45729324	0.45776296	
734.62	0.4573787	0.45800605	
734.82	0.45807843	0.45824892	
735.02	0.45874539	0.45849158	
735.22	0.45903836	0.45873403	
735.42	0.45900739	0.45897627	
735.62	0.45909838	0.4592183	
735.82	0.45936327	0.45946012	
736.02	0.45977768	0.45970172	
736.22	0.46061304	0.45994312	
736.42	0.46098507	0.4601843	
736.62	0.46107019	0.46042528	
736.82	0.46162151	0.46066605	
737.02	0.46248422	0.4609066	
737.22	0.46246576	0.46114695	
737.42	0.46247678	0.46138709	
737.62	0.46236499	0.46162703	
737.82	0.46250941	0.46186675	
738.02	0.46271817	0.46210626	
738.22	0.46252993	0.46234557	
738.42	0.46253331	0.46258467	
738.62	0.4630116	0.46282357	
738.82	0.46365141	0.46306225	
739.02	0.46429582	0.46330073	
739.22	0.46486288	0.463539	
739.42	0.46545528	0.46377707	
739.62	0.46591015	0.46401493	
739.82	0.46626618	0.46425258	
740.02	0.46658416	0.46449003	
740.22	0.46694167	0.46472727	
740.42	0.46731338	0.46496431	
740.62	0.4681303	0.46520114	
740.82	0.46928702	0.46543777	
741.02	0.46934471	0.46567419	
741.22	0.46968635	0.46591041	
741.42	0.46993674	0.46614642	
741.62	0.46969738	0.46638223	
741.82	0.47018091	0.46661783	
742.02	0.47000583	0.46685323	
742.22	0.47069501	0.46708843	
742.42	0.47167699	0.46732343	
742.62	0.47256658	0.46755822	
742.82	0.47275772	0.4677928	
743.02	0.47360547	0.46802719	
743.22	0.47368224	0.46826137	
743.42	0.47333484	0.46849535	
743.62	0.47329619	0.46872913	
743.82	0.47353259	0.4689627	
744.02	0.47386436	0.46919608	
744.22	0.47498346	0.46942925	
744.42	0.47569136	0.46966222	
