Conc1	1E-06	
Start1	690.02	
Stop1	2789.81	
Kobs	0.000398783111523868	
Error Kobs	5.09154031860846E-05	
Koff	0	
Error Koff	0	
Time1	Data1	Fit1	
794.42	0.44786664	0.44008017	
794.62	0.44799089	0.44024797	
794.82	0.4481733	0.4404156	
795.02	0.44866297	0.44058305	
795.22	0.44921455	0.44075032	
795.42	0.44890277	0.44091741	
795.62	0.44962293	0.44108432	
795.82	0.44999752	0.44125105	
796.02	0.45030896	0.4414176	
796.22	0.45054229	0.44158397	
796.42	0.45052123	0.44175017	
796.62	0.45061224	0.44191619	
796.82	0.451162	0.44208203	
797.02	0.45113533	0.44224769	
797.22	0.45087417	0.44241317	
797.42	0.45084475	0.44257848	
797.62	0.45094147	0.4427436	
797.82	0.45098268	0.44290856	
798.02	0.45053568	0.44307333	
798.22	0.45066974	0.44323793	
798.42	0.45097651	0.44340235	
798.62	0.45087547	0.44356659	
798.82	0.45131845	0.44373066	
799.02	0.45131232	0.44389456	
799.22	0.4515815	0.44405827	
799.42	0.45189857	0.44422182	
799.62	0.45307054	0.44438518	
799.82	0.45332828	0.44454837	
800.02	0.45356267	0.44471139	
800.22	0.45344805	0.44487423	
800.42	0.45335677	0.4450369	
800.62	0.45378157	0.44519939	
800.82	0.45391674	0.44536171	
801.02	0.45392454	0.44552385	
801.22	0.45370429	0.44568582	
801.42	0.45428729	0.44584762	
801.62	0.45443057	0.44600924	
801.82	0.45412874	0.44617069	
802.02	0.45418018	0.44633197	
802.22	0.45443993	0.44649307	
802.42	0.45438317	0.446654	
802.62	0.45465317	0.44681476	
802.82	0.45450898	0.44697534	
803.02	0.45411654	0.44713576	
803.22	0.45434285	0.447296	
803.42	0.45413596	0.44745607	
803.62	0.45387426	0.44761597	
803.82	0.45405846	0.44777569	
804.02	0.45398064	0.44793525	
804.22	0.45435982	0.44809463	
804.42	0.45455633	0.44825384	
804.62	0.45517683	0.44841289	
804.82	0.45554582	0.44857176	
805.02	0.45621005	0.44873046	
805.22	0.45649124	0.44888899	
805.42	0.45701027	0.44904735	
805.62	0.45678321	0.44920554	
805.82	0.45699368	0.44936357	
806.02	0.45717287	0.44952142	
806.22	0.45782026	0.4496791	
806.42	0.45789217	0.44983661	
806.62	0.4577348	0.44999396	
806.82	0.45749676	0.45015114	
807.02	0.45774284	0.45030814	
807.22	0.45749952	0.45046498	
807.42	0.45731439	0.45062165	
807.62	0.45728948	0.45077816	
807.82	0.45776186	0.45093449	
808.02	0.45788972	0.45109066	
808.22	0.45845415	0.45124666	
808.42	0.45881371	0.45140249	
808.62	0.45925377	0.45155816	
808.82	0.45950905	0.45171366	
809.02	0.45997172	0.45186899	
809.22	0.46004228	0.45202415	
809.42	0.45976	0.45217915	
809.62	0.45981595	0.45233399	
809.82	0.46062115	0.45248865	
810.02	0.46067298	0.45264315	
810.22	0.46124013	0.45279749	
