Temperature Log
Time (s), Plate
2020/02/26 19:59:51, 24.9000
2020/02/26 20:00:51, 24.9000
2020/02/26 20:00:53, 24.9000
2020/02/26 20:01:53, 24.9000
2020/02/26 20:02:15, 24.9000
2020/02/26 20:02:29, 25.0000
2020/02/26 20:02:45, 25.0000
2020/02/26 20:03:01, 25.0000
2020/02/26 20:03:17, 25.0000
2020/02/26 20:03:32, 25.0000
2020/02/26 20:03:48, 25.0000
2020/02/26 20:04:48, 25.0000
2020/02/26 20:05:48, 25.0000
2020/02/26 20:06:48, 25.0000
2020/02/26 20:07:48, 25.0000
2020/02/26 20:08:49, 25.0000
2020/02/26 20:08:58, 25.0000
2020/02/26 20:09:58, 25.0000
2020/02/26 20:10:58, 25.0000
2020/02/26 20:11:58, 25.0000
2020/02/26 20:12:58, 25.0000
2020/02/26 20:13:58, 25.0000
2020/02/26 20:14:03, 25.0000
2020/02/26 20:15:03, 25.0000
2020/02/26 20:16:03, 25.0000
2020/02/26 20:17:03, 25.0000
2020/02/26 20:18:03, 25.0000
2020/02/26 20:19:03, 25.0000
2020/02/26 20:20:03, 25.0000
2020/02/26 20:21:03, 25.0000
2020/02/26 20:22:03, 25.0000
2020/02/26 20:23:03, 25.0000
2020/02/26 20:24:04, 25.0000
2020/02/26 20:25:04, 25.0000
2020/02/26 20:26:04, 25.0000
2020/02/26 20:27:04, 25.0000
2020/02/26 20:28:04, 25.0000
2020/02/26 20:29:04, 25.0000
2020/02/26 20:30:04, 25.0000
2020/02/26 20:31:04, 25.0000
2020/02/26 20:32:04, 25.0000
2020/02/26 20:33:04, 25.0000
2020/02/26 20:34:04, 25.0000
2020/02/26 20:34:10, 25.0000
2020/02/26 20:35:10, 25.0000
2020/02/26 20:36:10, 25.0000
2020/02/26 20:37:10, 25.0000
2020/02/26 20:38:10, 25.0000
2020/02/26 20:39:10, 25.0000
2020/02/26 20:40:10, 25.0000
2020/02/26 20:41:10, 25.0000
2020/02/26 20:42:10, 25.0000
2020/02/26 20:43:10, 25.0000
2020/02/26 20:44:10, 25.0000
2020/02/26 20:45:10, 25.0000
2020/02/26 20:46:10, 25.0000
2020/02/26 20:47:10, 25.0000
2020/02/26 20:48:10, 25.0000
2020/02/26 20:49:11, 25.0000
2020/02/26 20:49:17, 25.0000
2020/02/26 20:49:32, 25.0000
2020/02/26 20:49:48, 25.0000
2020/02/26 20:50:03, 25.0000
2020/02/26 20:50:19, 25.0000
2020/02/26 20:50:35, 25.0000
2020/02/26 20:50:51, 25.0000
2020/02/26 20:51:51, 25.0000
2020/02/26 20:52:51, 25.0000
2020/02/26 20:53:51, 25.0000
2020/02/26 20:54:51, 25.0000
2020/02/26 20:55:51, 25.0000
2020/02/26 20:56:25, 25.0000

Signature=0xD83BF4D6
