Temperature Log
Time (s), Plate
2020/03/04 00:46:26, 24.9000
2020/03/04 00:46:29, 24.9000
2020/03/04 00:47:29, 24.9000
2020/03/04 00:47:51, 24.9000
2020/03/04 00:48:05, 24.9000
2020/03/04 00:48:21, 25.0000
2020/03/04 00:48:37, 25.0000
2020/03/04 00:48:52, 25.0000
2020/03/04 00:49:08, 25.0000
2020/03/04 00:49:24, 25.0000
2020/03/04 00:50:24, 25.0000
2020/03/04 00:50:33, 25.0000
2020/03/04 00:51:33, 25.0000
2020/03/04 00:52:33, 25.0000
2020/03/04 00:53:33, 25.0000
2020/03/04 00:54:34, 25.0000
2020/03/04 00:55:34, 25.0000
2020/03/04 00:55:38, 25.0000
2020/03/04 00:56:38, 25.0000
2020/03/04 00:57:39, 25.0000
2020/03/04 00:58:39, 25.0000
2020/03/04 00:59:39, 25.0000
2020/03/04 01:00:39, 25.0000
2020/03/04 01:01:39, 25.0000
2020/03/04 01:02:39, 25.0000
2020/03/04 01:03:39, 25.0000
2020/03/04 01:04:39, 25.0000
2020/03/04 01:05:39, 25.0000
2020/03/04 01:06:39, 25.0000
2020/03/04 01:07:39, 25.0000
2020/03/04 01:08:39, 25.0000
2020/03/04 01:09:39, 25.0000
2020/03/04 01:10:39, 25.0000
2020/03/04 01:11:39, 25.0000
2020/03/04 01:12:39, 25.0000
2020/03/04 01:13:39, 25.0000
2020/03/04 01:14:40, 25.0000
2020/03/04 01:15:40, 25.0000
2020/03/04 01:15:46, 25.0000
2020/03/04 01:16:46, 25.0000
2020/03/04 01:17:46, 25.0000
2020/03/04 01:18:46, 25.0000
2020/03/04 01:19:46, 25.0000
2020/03/04 01:20:46, 25.0000
2020/03/04 01:21:46, 25.0000
2020/03/04 01:22:46, 25.0000
2020/03/04 01:23:46, 25.0000
2020/03/04 01:24:46, 25.0000
2020/03/04 01:25:46, 25.0000
2020/03/04 01:26:46, 25.0000
2020/03/04 01:27:47, 25.0000
2020/03/04 01:28:47, 25.0000
2020/03/04 01:29:47, 25.0000
2020/03/04 01:30:47, 25.0000
2020/03/04 01:30:54, 25.0000
2020/03/04 01:31:09, 25.0000
2020/03/04 01:31:25, 25.0000
2020/03/04 01:31:41, 25.0000
2020/03/04 01:31:56, 25.0000
2020/03/04 01:32:12, 25.0000
2020/03/04 01:32:28, 25.0000
2020/03/04 01:33:28, 25.0000
2020/03/04 01:34:02, 25.0000

Signature=0xF1AE8AB4
